magnitude
1.30723e-006
25.1357
69.8354
81.3539
4.79298e-005
8.59704
7.53285
3.67586
1.49935e-005
2.08725
2.3503
1.3569
9.36508e-006
0.956866
1.1614
0.712966
6.88702e-006
0.552864
0.696748
0.441987
5.47332e-006
0.361943
0.466736
0.302259
4.55619e-006
0.256534
0.336003
0.220736
3.91292e-006
0.192159
0.254592
0.169029
3.43731e-006
0.149996
0.200441
0.134173
3.07206e-006
0.120864
0.162633
0.109578
2.78344e-006
0.0999143
0.1352
0.0915861
2.55026e-006
0.0843495
0.114686
0.0780406
2.35853e-006
0.0724909
0.0989523
0.067596
2.19865e-006
0.063251
0.0866429
0.0593866
2.06381e-006
0.0559275
0.0768436
0.0528264
1.94904e-006
0.0500222
0.0689455
0.0475195
1.85062e-006
0.0452338
0.0624734
0.043165
1.76575e-006
0.0412813
0.0571434
0.0395683
1.69225e-006
0.0380022
0.0527104
0.036572
1.62841e-006
0.0352601
0.0490033
0.0340627
1.57288e-006
0.0329609
0.0458852
0.0319511
1.52459e-006
0.0310224
0.043259
0.0301714
1.48265e-006
0.0293884
0.0410435
0.0286704
1.44636e-006
0.0280091
0.0391807
0.0274088
1.41514e-006
0.0268556
0.0376152
0.0263514
1.38853e-006
0.0258916
0.0363152
0.025475
1.36613e-006
0.025098
0.035248
0.0247589
1.34766e-006
0.0244556
0.034391
0.0241878
1.33285e-006
0.0239525
0.0337247
0.023749
1.32152e-006
0.0235766
0.0332366
0.023434
1.31352e-006
0.0233211
0.0329163
0.0232365
1.30877e-006
0.0231808
0.0327577
0.0231525
1.30718e-006
0.0231529
0.0327576
0.0231804
1.30876e-006
0.023237
0.0329161
0.0233208
1.31352e-006
0.0234345
0.0332364
0.0235764
1.32151e-006
0.0237501
0.0337241
0.0239521
1.33285e-006
0.0241883
0.0343904
0.0244559
1.34766e-006
0.0247599
0.0352476
0.0250978
1.36613e-006
0.0254758
0.0363149
0.025892
1.38853e-006
0.0263546
0.0376128
0.0268548
1.41514e-006
0.0274089
0.0391783
0.0280115
1.44636e-006
0.028672
0.0410429
0.0293885
1.48265e-006
0.0301723
0.0432583
0.0310232
1.52459e-006
0.0319538
0.0458833
0.0329607
1.57288e-006
0.0340634
0.0490014
0.0352622
1.62841e-006
0.0365742
0.0527095
0.0380026
1.69225e-006
0.0395699
0.0571431
0.0412837
1.76576e-006
0.0431789
0.0624618
0.0452304
