magnitude
98
66.5619
4.52415
64.5496
75.6686
40.0218
7.75717
32.7834
26.8468
8.18075
1.06654
4.25505
11.6973
7.83153
6.87991
19.4874
18.7606
6.37041
5.93621
8.81902
3.84312
0.127338
2.48539
8.19583
9.10299
2.11154
7.49468
11.6199
7.64008
0.539064
2.89105
1.10109
1.41421
0.116369
5.12112
8.33405
5.70561
1.07867
6.32093
6.19422
2.35097
0.417249
0.412737
2.61765
2.17477
1.88954
6.18828
6.56084
2.52307
2.26613
3.89617
2.12165
0.136155
0.694478
3.00297
3.76013
1.04698
3.3274
5.60599
3.98873
0.394489
1.74204
1.11421
0.353126
0
2.38388
4.24991
3.14511
0.483601
3.63655
3.85028
1.63905
0.307441
0.167524
1.12731
1.17598
0.977759
3.59846
4.06397
1.70795
1.4319
2.75028
1.72682
0.227763
0.234142
1.58948
2.25672
0.735942
2.09655
3.78845
2.87035
0.36603
1.36558
1.13674
0.0333485
0.0253641
1.41421
2.77049
2.20439
0.256948
2.61972
2.96317
1.38421
0.250668
0.40961
0.496437
0.744805
0.598708
2.4945
2.99236
1.36344
1.05883
2.2515
1.57476
0.291476
0.0255213
0.919127
1.5365
0.583841
1.50707
2.91741
2.34243
0.367088
1.18148
1.16975
0.253846
0.0257204
0.914418
2
1.71514
0.134796
2.08907
2.51242
1.27222
0.210122
0.552429
0.129901
0.492104
0.392791
1.88076
2.39998
1.18112
0.845722
1.98475
1.51642
0.349299
0.0939705
0.515843
1.10281
0.490567
1.16107
2.41201
2.04796
0.381971
1.07703
1.21489
0.414311
0.0142789
0.604813
1.52032
1.41421
0.0563626
1.76777
2.25501
1.22783
0.176195
0.657428
0.127276
0.314768
0.264364
1.48744
2.02684
1.07541
0.707204
1.83186
1.51024
0.409096
0.17319
0.233831
0.80174
0.424544
0.933153
2.08751
1.87291
0.406388
1.01563
1.2747
0.55254
0.00525609
0.388503
1.1852
1.20893
0
1.55727
2.10475
1.2254
0.144881
0.748776
0.335287
0.172423
0.177181
1.21069
1.77258
1.01363
0.609773
1.74764
1.54221
0.475748
0.232171
0.0119429
0.568516
0.372185
0.771183
1.86723
1.7707
0.439552
0.982502
1.35291
0.687565
0.0322868
0.222314
0.929041
1.05786
0.0440463
1.41421
2.02505
1.25569
0.113791
0.839475
0.524851
0.0444162
0.114559
1.00145
1.5903
0.981205
0.537631
1.71283
1.60908
0.553922
0.281055
0.181987
0.369267
0.326088
0.649508
1.71417
1.72026
0.482448
0.971533
1.45518
0.832791
0.0678527
0.0830266
0.716541
0.939186
0.080928
1.31724
2
1.31724
0.0809274
0.939185
0.71654
0.0830262
0.0678525
0.832792
1.45518
0.971535
0.482447
1.72026
1.71417
0.649509
0.326088
0.369268
0.181989
0.281055
0.553922
1.60908
1.71283
0.537632
0.981205
1.5903
1.00145
0.114557
0.0444165
0.524853
0.839479
0.113794
1.25569
2.02506
