magnitude
48
17.3147
30.9308
33.417
1.44962
20.755
9.67515
4.05505
4.31607
0.424534
0.166865
0.0381947
0.0831718
1.29302
1.13499
1.24209
2.14744
0.325632
1.01392
0.509126
0.0502259
0.0122158
0.0219779
0.149165
0.473179
0.0609699
0.727693
0.584238
0.211136
0.40991
0.0804703
0.0355672
0
0.00055561
0.146133
0.195432
0.166363
0.428191
0.124388
0.23383
0.165366
0.00877857
0.0125818
0.00191222
0.0237382
0.120322
0.0441022
0.211599
0.224485
0.0493818
0.171204
0.0512704
0.0204866
0.00211247
0.00102659
0.04155
0.0800308
0.0472225
0.187384
0.0824995
0.105917
0.100764
0.00132769
0.0132337
0
0.00540107
0.0490223
0.0323211
0.0959975
0.132162
0.0102856
0.105535
0.0442361
0.0146487
0.00506467
0.000321541
0.0151939
0.0434687
0.0147353
0.109797
0.0669677
0.0614435
0.0787526
0.00735097
0.0142281
0.000853819
0.00111688
0.0239805
0.0252533
0.0529631
0.0954017
0.00626815
0.0786838
0.0441391
0.0110741
0.00831322
0
0.00582983
0.0270141
0.00208601
0.0755455
0.0611416
0.0399751
0.0710577
0.0132083
0.0156737
0.00297077
0.000116114
0.0125809
0.0207533
0.0323772
0.0783836
0.0169015
0.0661829
0.0485208
0.00794955
0.0123374
0.000410294
0.00198085
0.0180036
0.00412492
0.0579579
0.0610323
0.0269432
0.0712148
0.0207752
0.0177368
0.00652661
0
0.00652099
0.0177469
0.0207641
0.0712152
0.0269506
0.0610293
0.05796
0.00412366
0.0180042
0.00198096
0.000411289
0.0123375
0.00794889
0.0485217
0.066183
0.0169006
0.0783844
0.0323763
0.0207548
0.0125809
0.0001146
0.00297127
0.0156729
0.013208
0.071057
0.0399753
0.0611402
0.0755455
0.00208774
0.027012
0.00583034
0
0.00831159
0.0110761
0.0441362
0.078684
0.00626577
0.0954006
0.0529642
0.0252531
0.0239807
0.00111758
0.000853737
0.0142282
0.0073507
0.0787533
0.0614441
0.0669676
0.109798
0.0147349
0.0434702
0.015194
0.000322903
0.00506562
0.0146481
0.0442361
0.105535
0.0102847
0.132162
0.0959975
0.0323221
0.0490221
0.00540009
