value
0
0.0196034
0.0586215
0.116678
0.193215
0.287494
0.379005
0.466866
0.55023
0.628295
0.70031
0.76558
0.823477
0.873444
0.914999
0.947742
0.971358
0.985619
0.990388
0.985619
0.971358
0.947742
0.914999
0.873444
0.823478
0.765581
0.70031
0.628296
0.550231
0.466866
0.379006
0.287495
0.193216
0.0970756
6.47307e-007
-0.0970743
-0.193214
-0.287494
-0.379004
-0.466865
-0.550229
-0.628295
-0.70031
-0.76558
-0.823477
-0.873444
-0.914999
-0.947742
-0.971358
-0.985619
-0.990388
-0.985619
-0.971358
-0.947743
-0.915
-0.873445
-0.823478
-0.765581
-0.700311
-0.628296
-0.550231
-0.466867
-0.379006
-0.287496
-0.193216
-0.0970763
-1.29461e-006
0.0970737
0.193214
0.287493
0.379004
0.466864
0.550229
0.628294
0.700309
0.765579
0.823477
0.873444
0.914999
0.947742
0.971358
0.985619
0.990388
0.985619
0.971358
0.947743
0.915
0.873445
0.823478
0.765581
0.700311
0.628297
0.550232
0.466867
0.379007
0.287496
0.193217
0.0970769
1.94192e-006
-0.097073
-0.193213
-0.287493
-0.379003
-0.466864
-0.550228
-0.628294
-0.700309
-0.765579
-0.823476
-0.873443
-0.914998
-0.947742
-0.971358
-0.985619
-0.990388
-0.985619
-0.971358
-0.947743
-0.915
-0.873445
-0.823479
-0.765582
-0.700312
-0.628297
-0.550232
-0.466868
-0.379007
-0.287497
-0.193218
-0.0970776
-2.58923e-006
0.0970724
0.193213
0.287492
0.379003
0.466863
0.550228
0.628293
0.700308
0.765579
0.823476
0.873443
0.914998
0.947741
0.971357
0.985619
0.990388
0.985619
0.971359
0.947743
0.915
0.873446
0.823479
0.765582
0.700312
0.628298
0.550233
0.466868
0.379008
0.287498
0.193218
0.0970782
3.23654e-006
-0.0970718
-0.193212
-0.287491
-0.379002
-0.466863
-0.550227
-0.628293
-0.700308
-0.765578
-0.823476
-0.873443
-0.914998
-0.947741
-0.971357
-0.985619
-0.990388
-0.985619
-0.971359
-0.947743
-0.915001
-0.873446
-0.82348
-0.765583
-0.700313
-0.628298
-0.550233
-0.466869
-0.379009
-0.287498
-0.193219
-0.0970788
-3.88384e-006
0.0970711
0.193211
0.287491
0.379001
0.466862
0.550227
0.628292
0.700307
0.765578
0.823475
0.873442
0.914998
0.947741
0.971357
0.985619
0.990388
0.985619
0.971359
0.947743
0.915001
0.873446
0.82348
0.765583
0.700313
0.628299
0.550234
0.46687
0.379009
0.287499
0.19322
0.0970795
4.53115e-006
-0.0970705
-0.193211
-0.28749
-0.379001
-0.466862
-0.550226
-0.628292
-0.700307
-0.765577
-0.823475
-0.873442
-0.914997
-0.947741
-0.971357
-0.985619
-0.990388
-0.985619
-0.971359
-0.947744
-0.915001
-0.873447
-0.82348
-0.765583
-0.700314
-0.628299
-0.550234
-0.46687
-0.37901
-0.287499
-0.19322
-0.0970801
-5.17846e-006
0.0970698
0.19321
0.287489
0.379
0.466861
0.550226
0.628291
0.700306
0.765577
0.823475
0.873442
0.914997
0.947741
0.971357
0.985618
0.990388
0.98562
0.971359
0.947744
0.915001
0.873447
0.823481
0.765584
0.700314
0.6283
0.550235
0.466871
0.37901
0.2875
0.193221
0.0970808
5.82577e-006
-0.0970692
-0.193209
-0.287489
-0.379
-0.46686
-0.550225
-0.628291
-0.700306
-0.765576
-0.823474
-0.873441
-0.914997
-0.94774
-0.971357
-0.985618
-0.990388
-0.98562
-0.971359
-0.947744
-0.915002
-0.873447
-0.823481
-0.765584
-0.700315
-0.6283
-0.550235
-0.466871
-0.379011
-0.287501
-0.193221
-0.0970814
-6.47307e-006
0.0970685
0.193209
0.287488
0.378999
0.46686
0.550225
0.62829
0.700305
0.765576
0.823474
0.873441
0.914997
0.94774
0.971357
0.985618
0.990388
0.98562
0.971359
0.947744
0.915002
0.873447
0.823481
0.765585
0.700315
0.628301
0.550236
0.466872
0.379012
0.287501
0.193222
0.0970821
7.12038e-006
-0.0970679
-0.193208
-0.287488
-0.378998
-0.466859
-0.550224
-0.62829
-0.700305
-0.765576
-0.823473
-0.873441
-0.914996
-0.94774
-0.971357
-0.985618
-0.990388
-0.98562
-0.971359
-0.947744
-0.915002
-0.873448
-0.823482
-0.765585
-0.700315
-0.628301
-0.550236
-0.466872
-0.379012
-0.287502
-0.193223
-0.0970827
-7.76769e-006
0.0970672
0.193207
0.287487
0.378998
0.466859
0.550224
0.628289
0.700304
0.765575
0.823473
0.87344
0.914996
0.94774
0.971356
0.985618
0.990388
0.98562
0.97136
0.947745
0.915002
0.873448
0.823482
0.765586
0.700316
0.628302
0.550237
0.466873
0.379013
0.287502
0.193223
0.0970834
8.415e-006
-0.0970666
-0.193207
-0.287486
-0.378997
-0.466858
-0.550223
-0.628289
-0.700304
-0.765575
-0.823473
-0.87344
-0.914996
-0.94774
-0.971356
-0.985618
-0.990388
-0.98562
-0.97136
-0.947745
-0.915003
-0.873448
-0.823482
-0.765586
-0.700316
-0.628302
-0.550238
-0.466874
-0.379013
-0.287503
-0.193224
-0.097084
-9.0623e-006
0.097066
0.193206
0.287486
0.378997
0.466858
0.550222
0.628288
0.700304
0.765574
0.823472
0.87344
0.914996
0.94774
0.971356
0.985618
0.990388
0.98562
0.97136
0.947745
0.915003
0.873449
0.823483
0.765586
0.700317
0.628303
0.550238
0.466874
0.379014
0.287504
0.193225
0.0970846
9.70961e-006
-0.0970653
-0.193206
-0.287485
-0.378996
-0.466857
-0.550222
-0.628288
-0.700303
-0.765574
-0.823472
-0.87344
-0.914995
-0.947739
-0.971356
-0.985618
-0.990388
-0.98562
-0.97136
-0.947745
-0.915003
-0.873449
-0.823483
-0.765587
-0.700317
-0.628303
-0.550239
-0.466875
-0.379015
-0.287504
-0.193225
-0.0970853
-1.03569e-005
0.0970647
0.193205
0.287484
0.378995
0.466856
0.550221
0.628287
0.700303
0.765574
0.823472
0.873439
0.914995
0.947739
0.971356
0.985618
0.990388
0.98562
0.97136
0.947745
0.915003
0.873449
0.823484
0.765587
0.700318
0.628304
0.550239
0.466875
0.379015
0.287505
0.193226
0.0970859
1.10042e-005
-0.097064
-0.193204
-0.287484
-0.378995
-0.466856
-0.550221
-0.628287
-0.700302
-0.765573
-0.823471
-0.873439
-0.914995
-0.947739
-0.971356
-0.985618
-0.990388
-0.98562
-0.97136
-0.947746
-0.915004
-0.87345
-0.823484
-0.765588
-0.700318
-0.628304
-0.55024
-0.466876
-0.379016
-0.287506
-0.193227
-0.0970866
-1.16515e-005
0.0970634
0.193204
0.287483
0.378994
0.466855
0.55022
0.628286
0.700302
0.765573
0.823471
0.873439
0.914995
0.947739
0.971356
0.985618
0.990388
0.98562
0.97136
0.947746
0.915004
0.87345
0.823484
0.765588
0.700319
0.628305
0.55024
0.466876
0.379016
0.287506
0.193227
0.0970872
1.22988e-005
-0.0970627
-0.193203
-0.287483
-0.378994
-0.466855
-0.55022
-0.628286
-0.700301
-0.765572
-0.823471
-0.873438
-0.914994
-0.947739
-0.971356
-0.985618
-0.990388
-0.98562
-0.97136
-0.947746
-0.915004
-0.87345
-0.823485
-0.765588
-0.700319
-0.628305
-0.550241
-0.466877
-0.379017
-0.287507
-0.193228
-0.0970879
-1.29461e-005
0.0970621
0.193202
0.287482
0.378993
0.466854
0.550219
0.628285
0.700301
0.765572
0.82347
0.873438
0.914994
0.947738
0.971355
0.985618
0.990388
0.98562
0.971361
0.947746
0.915004
0.873451
0.823485
0.765589
0.70032
0.628306
0.550241
0.466878
0.379018
0.287507
0.193228
0.0970885
1.35935e-005
-0.0970615
-0.193202
-0.287481
-0.378992
-0.466854
-0.550219
-0.628285
-0.7003
-0.765572
-0.82347
-0.873438
-0.914994
-0.947738
-0.971355
-0.985618
-0.990388
-0.98562
-0.971361
-0.947746
-0.915005
-0.873451
-0.823485
-0.765589
-0.70032
-0.628306
-0.550242
-0.466878
-0.379018
-0.287508
-0.193229
-0.0970892
-1.42408e-005
0.0970608
0.193201
0.287481
0.378992
0.466853
0.550218
0.628284
0.7003
0.765571
0.82347
0.873437
0.914994
0.947738
0.971355
0.985618
0.990388
0.98562
0.971361
0.947746
0.915005
0.873451
0.823486
0.76559
0.70032
0.628307
0.550242
0.466879
0.379019
0.287509
0.19323
0.0970898
1.48881e-005
-0.0970602
-0.1932
-0.28748
-0.378991
-0.466852
-0.550218
-0.628284
-0.700299
-0.765571
-0.823469
-0.873437
-0.914993
-0.947738
-0.971355
-0.985618
-0.990388
-0.985621
-0.971361
-0.947747
-0.915005
-0.873451
-0.823486
-0.76559
-0.700321
-0.628307
-0.550243
-0.466879
-0.379019
-0.287509
