Index,Value
743,-0.965555
744,-0.999999
745,-0.999999
746,-0.999999
747,-0.999999
748,-0.966299
749,-0.966299
750,-0.966299
751,-0.966299
752,-0.86675
753,-0.86675
754,-0.86675
755,-0.86675
756,-0.708138
757,-0.708138
758,-0.708138
759,-0.708138
760,-0.50127
761,-0.50127
762,-0.50127
763,-0.50127
764,-0.260243
765,-0.260243
766,-0.260243
767,-0.260243
768,-0.00148246
769,-0.00148246
770,-0.00148246
771,-0.00148246
772,0.257379
773,0.257379
774,0.257379
775,0.257379
776,0.498702
777,0.498702
778,0.498702
779,0.498702
780,0.706041
781,0.706041
782,0.706041
783,0.706041
784,0.865268
785,0.865268
786,0.865268
787,0.865268
788,0.965531
789,0.965531
790,0.965531
791,0.965531
792,0.999999
793,0.999999
794,0.999999
795,0.999999
796,0.966322
797,0.966322
798,0.966322
799,0.966322
800,0.866796
801,0.866796
802,0.866796
803,0.866796
804,0.708203
805,0.708203
806,0.708203
807,0.708203
808,0.50135
809,0.50135
810,0.50135
811,0.50135
812,0.260333
813,0.260333
814,0.260333
815,0.260333
816,0.00157511
817,0.00157511
818,0.00157511
819,0.00157511
820,-0.25729
821,-0.25729
822,-0.25729
823,-0.25729
824,-0.498622
825,-0.498622
826,-0.498622
827,-0.498622
828,-0.705976
829,-0.705976
830,-0.705976
831,-0.705976
832,-0.865221
833,-0.865221
834,-0.865221
835,-0.865221
836,-0.965507
837,-0.965507
838,-0.965507
839,-0.965507
840,-0.999999
841,-0.999999
842,-0.999999
843,-0.999999
844,-0.966346
845,-0.966346
846,-0.966346
847,-0.966346
848,-0.866843
849,-0.866843
850,-0.866843
851,-0.866843
852,-0.708269
853,-0.708269
854,-0.708269
855,-0.708269
856,-0.50143
857,-0.50143
858,-0.50143
859,-0.50143
860,-0.260422
861,-0.260422
862,-0.260422
863,-0.260422
864,-0.00166776
865,-0.00166776
866,-0.00166776
867,-0.00166776
868,0.2572
869,0.2572
870,0.2572
871,0.2572
872,0.498542
873,0.498542
874,0.498542
875,0.498542
876,0.70591
877,0.70591
878,0.70591
879,0.70591
880,0.865175
881,0.865175
882,0.865175
883,0.865175
884,0.965483
885,0.965483
886,0.965483
887,0.965483
888,0.999999
889,0.999999
890,0.999999
891,0.999999
892,0.96637
893,0.96637
894,0.96637
895,0.96637
896,0.866889
897,0.866889
898,0.866889
899,0.866889
900,0.708334
901,0.708334
902,0.708334
903,0.708334
904,0.50151
905,0.50151
906,0.50151
907,0.50151
908,0.260512
909,0.260512
910,0.260512
911,0.260512
912,0.00176042
913,0.00176042
914,0.00176042
915,0.00176042
916,-0.257111
917,-0.257111
918,-0.257111
919,-0.257111
920,-0.498461
921,-0.498461
922,-0.498461
923,-0.498461
924,-0.705844
925,-0.705844
926,-0.705844
927,-0.705844
928,-0.865128
929,-0.865128
930,-0.865128
931,-0.865128
932,-0.965459
933,-0.965459
934,-0.965459
935,-0.965459
936,-0.999998
937,-0.999998
938,-0.999998
939,-0.999998
940,-0.966394
941,-0.966394
942,-0.966394
943,-0.966394
944,-0.866935
945,-0.866935
946,-0.866935
947,-0.866935
948,-0.7084
949,-0.7084
950,-0.7084
951,-0.7084
952,-0.501591
953,-0.501591
954,-0.501591
955,-0.501591
956,-0.260601
957,-0.260601
958,-0.260601
959,-0.260601
960,-0.00185307
961,-0.00185307
962,-0.00185307
963,-0.00185307
964,0.257021
965,0.257021
966,0.257021
967,0.257021
968,0.498381
969,0.498381
970,0.498381
971,0.498381
972,0.705779
973,0.705779
974,0.705779
975,0.705779
976,0.865082
977,0.865082
978,0.865082
979,0.865082
980,0.965434
981,0.965434
982,0.965434
983,0.965434
984,0.999998
985,0.999998
986,0.999998
987,0.999998
988,0.966418
989,0.966418
990,0.966418
991,0.966418
992,0.866981
993,0.866981
994,0.866981
995,0.866981
996,0.708465
997,0.708465
998,0.708465
999,0.708465
1000,0.501671
1001,0.501671
1002,0.501671
1003,0.501671
1004,0.260691
1005,0.260691
1006,0.260691
1007,0.260691
1008,0.00194572
1009,0.00194572
1010,0.00194572
1011,0.00194572
1012,-0.256932
1013,-0.256932
1014,-0.256932
1015,-0.256932
1016,-0.498301
1017,-0.498301
1018,-0.498301
1019,-0.498301
1020,-0.705713
1021,-0.705713
1022,-0.705713
1023,-0.705713
1024,-0.865035
1025,-0.865035
1026,-0.865035
1027,-0.865035
1028,-0.96541
1029,-0.96541
1030,-0.96541
1031,-0.96541
1032,-0.999998
1033,-0.999998
1034,-0.999998
1035,-0.999998
1036,-0.966441
1037,-0.966441
1038,-0.966441
1039,-0.966441
1040,-0.867027
1041,-0.867027
1042,-0.867027
1043,-0.867027
1044,-0.70853
1045,-0.70853
1046,-0.70853
1047,-0.70853
1048,-0.501751
1049,-0.501751
1050,-0.501751
1051,-0.501751
1052,-0.26078
1053,-0.26078
1054,-0.26078
1055,-0.26078
1056,-0.00203838
1057,-0.00203838
1058,-0.00203838
1059,-0.00203838
1060,0.256842
1061,0.256842
1062,0.256842
1063,0.256842
1064,0.49822
1065,0.49822
1066,0.49822
1067,0.49822
1068,0.705648
1069,0.705648
1070,0.705648
1071,0.705648
1072,0.864989
1073,0.864989
1074,0.864989
1075,0.864989
1076,0.965386
1077,0.965386
1078,0.965386
1079,0.965386
1080,0.999998
1081,0.999998
1082,0.999998
1083,0.999998
1084,0.966465
1085,0.966465
1086,0.966465
1087,0.966465
1088,0.867074
1089,0.867074
1090,0.867074
1091,0.867074
1092,0.708596
1093,0.708596
1094,0.708596
1095,0.708596
1096,0.501831
1097,0.501831
1098,0.501831
1099,0.501831
1100,0.260869
1101,0.260869
1102,0.260869
1103,0.260869
1104,0.00213103
1105,0.00213103
1106,0.00213103
1107,0.00213103
1108,-0.256753
1109,-0.256753
1110,-0.256753
1111,-0.256753
1112,-0.49814
1113,-0.49814
1114,-0.49814
1115,-0.49814
1116,-0.705582
1117,-0.705582
1118,-0.705582
1119,-0.705582
1120,-0.864942
1121,-0.864942
1122,-0.864942
1123,-0.864942
1124,-0.965362
1125,-0.965362
1126,-0.965362
1127,-0.965362
1128,-0.999998
1129,-0.999998
1130,-0.999998
1131,-0.999998
1132,-0.966489
1133,-0.966489
1134,-0.966489
1135,-0.966489
1136,-0.86712
1137,-0.86712
1138,-0.86712
1139,-0.86712
1140,-0.708661
1141,-0.708661
1142,-0.708661
1143,-0.708661
1144,-0.501911
1145,-0.501911
1146,-0.501911
1147,-0.501911
1148,-0.260959
1149,-0.260959
1150,-0.260959
1151,-0.260959
